customer_id,segment_name,segment_description,total_spent,total_transactions,avg_quantity_per_transaction,recency_days,num_returns,avg_sentiment_score,is_churned,customer_age,customer_gender,customer_location_region,assigned_year
CUST0254,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",4463368.17,6,1.92,65,5,0.38,0,62,Female,Mombasa,2023
CUST0531,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2614006.3,7,1.73,325,2,0.86,0,34,Other,Kisumu,2023
CUST0293,New,"Recently acquired customers, often with 1-2 purchases.",1173987.72,2,2.25,233,0,1.0,1,68,Other,Mombasa,2023
CUST0358,High-Value,Customers with high total spending and frequent purchases.,2430548.35,4,1.7,108,1,1.0,0,69,Other,Mombasa,2023
CUST0551,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1860343.79,5,1.57,116,3,1.0,0,53,Male,Kisumu,2023
CUST0327,High-Value,Customers with high total spending and frequent purchases.,1331338.42,4,2.5,128,1,1.0,0,51,Male,Nakuru,2023
CUST0168,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3755646.21,7,1.83,103,6,0.54,1,72,Male,Kisumu,2023
CUST0942,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",424431.39,2,1.2,380,0,1.0,0,59,Other,Mombasa,2023
CUST0583,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",4794710.85,8,2.12,232,6,0.83,1,40,Male,Mombasa,2023
CUST0147,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3978668.63,6,1.62,142,1,1.0,1,73,Other,Kisumu,2023
CUST0926,Loyal,"Consistent purchasers, frequent interactions.",1926500.92,6,1.81,5,1,1.0,0,36,Female,Nakuru,2023
CUST0474,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1824446.8,4,1.44,144,0,0.5,1,53,Female,Nairobi,2023
CUST0684,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1990149.75,4,2.2,56,3,0.71,1,31,Male,Nakuru,2023
CUST0949,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2529920.81,6,1.76,76,5,0.25,0,41,Female,Mombasa,2023
CUST0117,New,"Recently acquired customers, often with 1-2 purchases.",5110465.43,7,1.93,256,6,0.5,1,66,Other,Mombasa,2023
CUST0650,Loyal,"Consistent purchasers, frequent interactions.",804033.51,4,1.58,79,1,0.71,0,75,Other,Nakuru,2023
CUST0688,New,"Recently acquired customers, often with 1-2 purchases.",1526078.41,5,1.64,273,3,0.33,1,55,Male,Nairobi,2023
CUST0223,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1447502.09,2,1.67,622,0,0.33,0,53,Other,Eldoret,2023
CUST0520,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1997166.09,4,1.91,151,0,1.0,1,36,Male,Kisumu,2023
CUST0056,Loyal,"Consistent purchasers, frequent interactions.",3315092.66,9,2.12,1,0,0.86,0,64,Male,Kisumu,2023
CUST0276,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",5890378.84,9,2.06,219,2,0.38,0,31,Female,Kisumu,2023
CUST0597,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",796804.48,3,1.88,586,0,0.5,0,18,Female,Kisumu,2023
CUST0685,New,"Recently acquired customers, often with 1-2 purchases.",3101535.01,4,2.18,395,0,0.6,1,75,Female,Eldoret,2023
CUST0767,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1766459.17,3,1.92,402,1,0.6,0,19,Male,Kisumu,2023
CUST0629,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1291400.55,3,2.62,216,2,0.43,0,37,Other,Kisumu,2023
CUST0860,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3731086.48,6,1.68,112,3,0.6,0,30,Female,Kisumu,2023
CUST0369,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1658224.45,3,1.92,600,2,0.5,0,61,Other,Nakuru,2023
CUST0305,New,"Recently acquired customers, often with 1-2 purchases.",403148.89,2,1.33,26,2,0.33,1,25,Female,Eldoret,2023
CUST0378,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3547976.37,5,1.76,108,1,0.67,0,40,Male,Eldoret,2023
CUST0274,High-Value,Customers with high total spending and frequent purchases.,3722051.45,8,1.56,24,3,0.56,0,36,Other,Mombasa,2023
CUST0504,Loyal,"Consistent purchasers, frequent interactions.",3902026.83,7,1.77,34,2,0.6,0,55,Other,Kisumu,2023
CUST0969,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",568413.31,2,1.71,588,1,1.0,0,21,Other,Eldoret,2023
CUST0033,New,"Recently acquired customers, often with 1-2 purchases.",2108716.04,6,1.88,93,1,1.0,0,73,Female,Nakuru,2023
CUST0773,Loyal,"Consistent purchasers, frequent interactions.",1823585.09,4,2.36,50,1,0.75,0,65,Other,Eldoret,2023
CUST0338,Promising,Newer customers with high initial engagement or spending potential.,2362140.31,3,2.55,15,1,1.0,0,31,Female,Kisumu,2023
CUST0058,High-Value,Customers with high total spending and frequent purchases.,3283699.32,7,2.12,2,1,1.0,0,64,Female,Nakuru,2023
CUST0434,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3046318.73,3,2.38,222,1,0.0,0,30,Other,Kisumu,2023
CUST0282,Loyal,"Consistent purchasers, frequent interactions.",4266962.76,7,2.26,87,1,0.78,0,50,Other,Kisumu,2023
CUST0463,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1672390.8,2,2.75,562,1,0.33,1,53,Female,Kisumu,2023
CUST0388,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2882150.08,6,1.86,559,2,1.0,1,19,Female,Mombasa,2023
CUST0938,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2401826.63,5,1.68,231,4,0.09,0,67,Other,Nakuru,2023
CUST0613,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1999269.0,5,1.94,49,4,0.43,0,36,Male,Kisumu,2023
CUST0302,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1066599.69,4,1.5,243,1,1.0,0,57,Other,Kisumu,2023
CUST0563,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3723432.43,6,2.05,237,1,1.0,0,41,Other,Kisumu,2023
CUST0610,Loyal,"Consistent purchasers, frequent interactions.",2549664.95,4,1.67,71,1,0.5,0,63,Other,Eldoret,2023
CUST0288,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1825167.24,3,1.73,325,0,1.0,0,35,Female,Kisumu,2024
CUST0672,New,"Recently acquired customers, often with 1-2 purchases.",3400530.91,7,1.62,235,4,0.27,0,64,Male,Mombasa,2023
CUST0820,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1743761.62,6,1.6,257,1,0.56,0,41,Female,Nakuru,2023
CUST0566,Loyal,"Consistent purchasers, frequent interactions.",4727126.36,8,1.93,31,2,0.73,1,54,Female,Nairobi,2023
CUST0064,Loyal,"Consistent purchasers, frequent interactions.",3164095.3,5,1.75,8,2,1.0,0,49,Male,Nakuru,2023
CUST0160,New,"Recently acquired customers, often with 1-2 purchases.",996395.7,4,2.22,277,2,1.0,1,32,Male,Nakuru,2023
CUST0792,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2945666.49,6,1.71,238,2,0.56,1,48,Female,Nakuru,2023
CUST0394,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2761319.01,4,2.13,275,2,0.78,1,35,Female,Kisumu,2023
CUST0556,Loyal,"Consistent purchasers, frequent interactions.",2994134.63,6,2.05,139,1,0.82,0,27,Male,Kisumu,2023
CUST0915,High-Value,Customers with high total spending and frequent purchases.,5491707.65,12,1.81,42,8,0.22,0,67,Female,Mombasa,2023
CUST0528,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2772208.35,5,1.85,227,2,1.0,1,71,Male,Kisumu,2023
CUST0932,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2235872.14,5,1.44,266,1,0.78,0,47,Female,Kisumu,2023
CUST0623,High-Value,Customers with high total spending and frequent purchases.,3077454.53,7,1.63,40,3,0.75,0,72,Female,Mombasa,2023
CUST0548,New,"Recently acquired customers, often with 1-2 purchases.",3894794.05,8,1.75,184,5,0.23,0,55,Other,Nakuru,2023
CUST0660,New,"Recently acquired customers, often with 1-2 purchases.",3974892.0,9,1.81,112,3,1.0,1,45,Other,Nakuru,2023
CUST0206,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2444109.58,7,1.52,108,6,0.6,0,37,Other,Eldoret,2023
CUST0920,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",4263923.84,5,1.89,92,3,0.71,1,75,Other,Mombasa,2023
CUST0127,High-Value,Customers with high total spending and frequent purchases.,2272698.29,6,1.94,42,0,0.71,0,23,Other,Nairobi,2023
CUST0115,New,"Recently acquired customers, often with 1-2 purchases.",3521627.99,5,2.45,25,4,0.6,1,55,Other,Nairobi,2023
CUST0005,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",4671243.88,7,2.14,223,3,0.78,0,34,Male,Mombasa,2023
CUST0978,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",4200296.03,6,1.88,296,1,1.0,0,38,Other,Eldoret,2023
CUST0312,High-Value,Customers with high total spending and frequent purchases.,3570713.31,6,1.9,44,3,0.86,0,30,Female,Kisumu,2023
CUST0608,New,"Recently acquired customers, often with 1-2 purchases.",3016096.17,7,1.83,84,3,0.56,1,46,Other,Eldoret,2023
CUST0095,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3147564.7,6,1.77,263,3,0.75,0,75,Male,Eldoret,2023
CUST0832,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3021191.58,6,2.0,253,1,0.73,1,62,Male,Nakuru,2023
CUST0953,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2656337.93,4,1.82,322,5,0.5,0,19,Female,Nakuru,2023
CUST0154,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2083979.66,5,2.62,289,1,0.5,0,24,Other,Kisumu,2023
CUST0883,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",4479611.3,5,2.25,108,3,1.0,0,39,Female,Eldoret,2023
CUST0103,High-Value,Customers with high total spending and frequent purchases.,3824743.18,8,1.46,39,5,0.47,0,40,Male,Nairobi,2023
CUST0065,High-Value,Customers with high total spending and frequent purchases.,2881805.34,8,1.29,57,7,0.5,1,72,Female,Eldoret,2023
CUST0546,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2205632.96,5,2.56,542,0,0.8,0,22,Female,Eldoret,2023
CUST0643,New,"Recently acquired customers, often with 1-2 purchases.",3765654.22,9,1.7,219,3,0.75,0,69,Male,Eldoret,2023
CUST0633,Loyal,"Consistent purchasers, frequent interactions.",2734596.88,5,1.94,20,1,0.82,0,63,Male,Kisumu,2023
CUST0186,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2633742.47,6,2.33,192,2,1.0,1,73,Other,Kisumu,2023
CUST0200,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1750818.68,5,1.87,388,1,1.0,1,31,Other,Nairobi,2023
CUST0341,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3432695.36,4,2.39,384,2,0.71,0,42,Male,Mombasa,2023
CUST0470,Loyal,"Consistent purchasers, frequent interactions.",1325542.85,6,1.64,0,3,0.0,0,64,Female,Nakuru,2023
CUST0486,Loyal,"Consistent purchasers, frequent interactions.",2261850.35,6,1.74,104,2,0.8,0,61,Other,Mombasa,2023
CUST0393,New,"Recently acquired customers, often with 1-2 purchases.",1836951.48,4,1.85,225,1,0.33,0,22,Female,Nakuru,2023
CUST0984,Loyal,"Consistent purchasers, frequent interactions.",2745146.33,5,2.0,95,1,0.2,0,46,Female,Eldoret,2023
CUST0185,High-Value,Customers with high total spending and frequent purchases.,2234333.37,6,2.14,53,3,0.5,0,64,Other,Nairobi,2023
CUST0285,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2838188.75,4,2.25,166,3,0.67,1,72,Male,Eldoret,2023
CUST0387,High-Value,Customers with high total spending and frequent purchases.,3085130.12,6,1.88,25,2,0.75,1,36,Other,Eldoret,2023
CUST0859,New,"Recently acquired customers, often with 1-2 purchases.",3254756.15,6,1.5,101,0,0.8,1,52,Female,Eldoret,2023
CUST0821,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",762270.47,3,1.75,523,1,0.33,1,55,Other,Nakuru,2023
CUST0963,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3359394.94,4,2.15,367,3,0.56,1,18,Other,Kisumu,2023
CUST0272,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3750113.91,7,1.52,65,3,0.43,0,69,Male,Eldoret,2023
CUST0430,High-Value,Customers with high total spending and frequent purchases.,2166152.51,6,1.58,0,1,0.5,0,73,Other,Eldoret,2023
CUST0496,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1874766.16,3,2.0,232,0,0.67,0,43,Male,Nakuru,2024
CUST0198,High-Value,Customers with high total spending and frequent purchases.,2152997.45,7,1.88,18,2,0.71,0,37,Female,Kisumu,2023
CUST0733,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3174789.7,4,2.21,320,0,1.0,0,25,Female,Eldoret,2023
CUST0353,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",5773611.51,10,1.83,104,2,0.87,0,23,Female,Mombasa,2023
CUST0852,Loyal,"Consistent purchasers, frequent interactions.",2070478.14,5,1.86,67,2,0.33,0,38,Female,Kisumu,2023
CUST0720,Loyal,"Consistent purchasers, frequent interactions.",2142231.7,6,1.62,13,3,0.6,0,64,Female,Mombasa,2023
CUST0521,Promising,Newer customers with high initial engagement or spending potential.,1246710.97,4,1.78,46,2,0.0,0,43,Other,Nairobi,2023
CUST0744,New,"Recently acquired customers, often with 1-2 purchases.",2042309.64,4,2.22,283,1,0.33,1,43,Other,Mombasa,2023
CUST0068,New,"Recently acquired customers, often with 1-2 purchases.",1304515.01,3,1.55,131,1,0.5,0,49,Male,Eldoret,2023
CUST0637,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3288655.39,5,2.53,91,4,0.8,1,51,Other,Mombasa,2023
CUST0874,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2359636.63,5,1.76,242,3,0.5,0,71,Other,Nakuru,2023
CUST0615,Loyal,"Consistent purchasers, frequent interactions.",3291161.93,6,1.91,32,3,0.87,1,40,Female,Mombasa,2023
CUST0652,New,"Recently acquired customers, often with 1-2 purchases.",1724387.23,4,1.5,110,1,0.78,0,20,Female,Eldoret,2023
CUST0868,High-Value,Customers with high total spending and frequent purchases.,2019926.85,6,2.12,11,2,0.45,0,35,Male,Nakuru,2023
CUST0135,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",277592.23,1,1.0,364,0,1.0,1,38,Male,Nakuru,2023
CUST0555,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1611040.9,4,1.42,222,2,1.0,1,55,Male,Nairobi,2023
CUST0570,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2937753.71,4,2.21,259,2,0.0,1,49,Male,Nakuru,2023
CUST0149,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2361008.74,6,1.38,125,1,1.0,1,68,Male,Kisumu,2023
CUST0347,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2776685.68,4,2.1,435,3,-0.33,1,39,Other,Eldoret,2023
CUST0510,Promising,Newer customers with high initial engagement or spending potential.,1598447.48,5,1.88,2,0,0.6,0,26,Male,Mombasa,2023
CUST0052,High-Value,Customers with high total spending and frequent purchases.,2855525.56,7,1.63,148,0,0.85,0,59,Other,Nakuru,2023
CUST1000,New,"Recently acquired customers, often with 1-2 purchases.",1375387.97,3,1.75,651,1,0.6,0,30,Female,Nairobi,2023
CUST0472,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3949503.84,4,2.28,287,4,0.5,1,51,Female,Nairobi,2023
CUST0987,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2561855.43,4,2.0,276,1,0.75,1,23,Male,Nakuru,2023
CUST0937,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3058534.24,7,1.83,134,3,0.8,1,42,Female,Nakuru,2023
CUST0578,Loyal,"Consistent purchasers, frequent interactions.",3260488.33,5,2.25,40,0,1.0,0,52,Female,Nairobi,2023
CUST0547,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2953098.26,6,1.67,106,4,0.69,1,36,Male,Mombasa,2023
CUST0816,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1961906.81,4,1.5,211,1,0.67,0,18,Female,Eldoret,2023
CUST0897,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3975720.88,7,1.77,311,3,0.67,0,64,Male,Kisumu,2023
CUST0864,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1495144.06,4,2.38,230,1,0.5,0,27,Male,Eldoret,2023
CUST0334,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2554387.1,4,2.08,111,4,0.0,1,29,Male,Kisumu,2023
CUST0491,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1665289.69,3,1.7,463,1,0.75,1,47,Female,Nairobi,2023
CUST0689,Loyal,"Consistent purchasers, frequent interactions.",541099.18,2,1.25,171,0,1.0,0,18,Other,Nakuru,2023
CUST0304,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2213812.28,6,1.89,375,3,0.67,0,56,Female,Nairobi,2023
CUST0693,High-Value,Customers with high total spending and frequent purchases.,6555164.93,8,2.03,0,2,0.5,0,20,Other,Kisumu,2023
CUST0384,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3019267.39,7,1.71,80,3,0.6,0,28,Female,Nakuru,2023
CUST0181,High-Value,Customers with high total spending and frequent purchases.,8100167.52,10,2.3,2,3,0.64,0,53,Male,Mombasa,2023
CUST0092,Loyal,"Consistent purchasers, frequent interactions.",2826044.71,6,1.78,50,5,0.56,1,32,Male,Nakuru,2023
CUST0396,High-Value,Customers with high total spending and frequent purchases.,6137385.51,8,2.04,10,5,0.53,1,18,Male,Eldoret,2023
CUST0951,New,"Recently acquired customers, often with 1-2 purchases.",1075591.1,3,1.25,63,2,0.6,1,47,Other,Eldoret,2023
CUST0371,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2899808.27,6,1.47,144,4,0.45,0,50,Male,Nairobi,2023
CUST0975,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",402986.95,2,2.0,295,0,1.0,0,65,Female,Kisumu,2023
CUST0140,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1384823.4,4,1.73,225,2,1.0,1,44,Other,Mombasa,2023
CUST0316,High-Value,Customers with high total spending and frequent purchases.,1948401.04,6,1.64,9,1,1.0,0,73,Female,Mombasa,2023
CUST0743,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",5021344.97,7,1.59,185,5,0.56,0,28,Female,Kisumu,2023
CUST0903,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1754813.92,4,1.73,126,3,0.6,0,34,Other,Eldoret,2023
CUST0962,New,"Recently acquired customers, often with 1-2 purchases.",1699765.31,4,1.73,216,0,1.0,0,65,Other,Nairobi,2023
CUST0417,Loyal,"Consistent purchasers, frequent interactions.",2968192.12,5,1.67,18,2,0.75,0,51,Female,Mombasa,2023
CUST0740,Loyal,"Consistent purchasers, frequent interactions.",2161308.09,4,1.83,99,1,0.33,0,30,Female,Nakuru,2023
CUST0952,High-Value,Customers with high total spending and frequent purchases.,2670174.52,7,1.71,7,4,0.5,1,68,Female,Mombasa,2023
CUST0097,Loyal,"Consistent purchasers, frequent interactions.",4277623.15,9,1.73,36,5,0.5,1,60,Male,Mombasa,2023
CUST0519,New,"Recently acquired customers, often with 1-2 purchases.",3056946.54,5,1.6,395,1,1.0,0,18,Other,Kisumu,2023
CUST0739,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2636625.54,6,1.8,95,3,0.56,1,66,Male,Nairobi,2023
CUST0300,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1397432.12,3,2.29,681,2,0.33,0,51,Other,Nakuru,2023
CUST0116,High-Value,Customers with high total spending and frequent purchases.,2854556.11,8,1.52,8,3,1.0,0,43,Female,Mombasa,2023
CUST0806,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",634412.24,2,1.67,294,1,0.33,1,24,Female,Kisumu,2023
CUST0350,Loyal,"Consistent purchasers, frequent interactions.",3633639.53,7,1.56,1,2,0.83,0,65,Other,Kisumu,2023
CUST0441,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1287565.79,5,1.64,65,1,0.5,1,56,Male,Mombasa,2023
CUST0514,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3788940.26,7,1.86,158,3,0.71,1,37,Female,Eldoret,2023
CUST0397,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2186092.84,8,2.11,146,7,0.56,1,42,Male,Nakuru,2023
CUST0405,Promising,Newer customers with high initial engagement or spending potential.,2393222.18,5,1.64,55,0,1.0,0,35,Other,Nakuru,2023
CUST0966,Promising,Newer customers with high initial engagement or spending potential.,826581.91,3,2.0,63,0,1.0,0,29,Female,Eldoret,2023
CUST0256,New,"Recently acquired customers, often with 1-2 purchases.",1142903.44,3,1.8,223,1,1.0,1,54,Female,Mombasa,2023
CUST0980,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2667420.36,6,1.81,380,2,0.5,0,56,Female,Kisumu,2023
CUST0020,High-Value,Customers with high total spending and frequent purchases.,6007895.26,9,1.85,0,5,0.73,0,47,Female,Mombasa,2023
CUST0028,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1763379.23,3,1.5,333,2,0.5,1,47,Other,Nakuru,2023
CUST0576,Loyal,"Consistent purchasers, frequent interactions.",1184695.52,4,1.6,40,0,1.0,0,38,Male,Nakuru,2023
CUST0924,High-Value,Customers with high total spending and frequent purchases.,6862376.66,8,2.24,9,5,0.38,0,51,Female,Nairobi,2023
CUST0705,New,"Recently acquired customers, often with 1-2 purchases.",1561672.33,5,1.58,134,2,1.0,0,22,Other,Kisumu,2023
CUST0971,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1041779.78,4,1.75,328,0,1.0,0,39,Other,Eldoret,2023
CUST0565,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1342663.72,4,1.5,13,3,0.0,0,68,Female,Nairobi,2023
CUST0477,New,"Recently acquired customers, often with 1-2 purchases.",1655813.89,6,1.44,215,5,1.0,1,27,Male,Nairobi,2023
CUST0255,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3977086.71,6,1.71,168,5,0.43,1,29,Male,Eldoret,2023
CUST0671,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2074006.11,3,1.75,216,1,1.0,0,47,Female,Eldoret,2024
CUST0451,High-Value,Customers with high total spending and frequent purchases.,2388173.33,6,1.42,46,3,0.57,0,43,Male,Mombasa,2023
CUST0941,Loyal,"Consistent purchasers, frequent interactions.",1470912.06,4,1.6,6,2,0.33,0,54,Other,Nakuru,2023
CUST0217,Loyal,"Consistent purchasers, frequent interactions.",5172017.5,10,2.09,37,4,1.0,0,63,Female,Mombasa,2023
CUST0219,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3221218.98,6,2.24,376,3,0.0,0,18,Male,Mombasa,2023
CUST0023,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1950870.41,3,2.33,267,0,1.0,1,66,Female,Mombasa,2023
CUST0776,New,"Recently acquired customers, often with 1-2 purchases.",3473000.15,6,1.88,165,4,0.54,0,41,Male,Kisumu,2023
CUST0079,Promising,Newer customers with high initial engagement or spending potential.,2644480.9,4,2.12,52,2,0.33,0,42,Male,Nairobi,2023
CUST0782,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3304523.8,4,1.83,84,3,0.4,1,37,Female,Nairobi,2023
CUST0271,New,"Recently acquired customers, often with 1-2 purchases.",2284816.93,5,1.79,133,3,0.71,1,32,Female,Eldoret,2023
CUST0253,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2567399.79,4,2.0,37,4,0.5,0,64,Other,Nakuru,2023
CUST0299,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2955027.6,5,1.71,50,2,0.6,1,20,Male,Kisumu,2023
CUST0435,High-Value,Customers with high total spending and frequent purchases.,3446411.45,8,1.68,10,2,0.75,1,47,Female,Mombasa,2023
CUST0183,Loyal,"Consistent purchasers, frequent interactions.",2030243.85,5,2.27,70,0,1.0,0,62,Male,Eldoret,2023
CUST0709,New,"Recently acquired customers, often with 1-2 purchases.",1002055.19,2,1.67,229,1,-1.0,1,44,Male,Kisumu,2023
CUST0495,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3134669.47,8,1.68,216,2,0.83,0,54,Other,Nairobi,2023
CUST0262,Promising,Newer customers with high initial engagement or spending potential.,1910000.29,3,1.91,12,1,0.5,0,50,Male,Mombasa,2023
CUST0278,High-Value,Customers with high total spending and frequent purchases.,4466287.78,9,2.12,20,2,0.75,1,22,Other,Nairobi,2023
CUST0107,New,"Recently acquired customers, often with 1-2 purchases.",3109447.74,4,1.71,10,1,0.78,1,25,Male,Mombasa,2023
CUST0902,Loyal,"Consistent purchasers, frequent interactions.",2134768.85,5,1.81,14,1,1.0,0,18,Female,Kisumu,2023
CUST0536,High-Value,Customers with high total spending and frequent purchases.,1891578.94,6,1.73,36,3,0.71,0,48,Female,Kisumu,2023
CUST0587,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",4809894.86,8,2.24,265,2,0.73,1,29,Other,Kisumu,2023
CUST0635,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3389460.06,7,2.43,251,3,0.71,0,32,Male,Nakuru,2023
CUST0356,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1475534.78,2,2.57,395,2,0.0,1,32,Male,Nairobi,2023
CUST0145,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",4580868.52,5,2.2,249,3,0.67,0,58,Other,Eldoret,2023
CUST0195,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",4991023.79,7,1.74,133,3,0.43,0,39,Female,Nakuru,2023
CUST0374,New,"Recently acquired customers, often with 1-2 purchases.",873781.62,2,1.75,258,2,0.33,1,40,Female,Nakuru,2023
CUST0748,Loyal,"Consistent purchasers, frequent interactions.",3450659.82,6,1.9,88,2,0.6,0,51,Female,Mombasa,2023
CUST0599,New,"Recently acquired customers, often with 1-2 purchases.",2921847.9,7,1.79,234,3,0.56,0,18,Female,Nakuru,2023
CUST0050,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1781257.95,5,1.56,507,3,0.71,1,58,Other,Nairobi,2023
CUST0604,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2107526.9,5,1.91,0,3,0.0,1,38,Female,Nairobi,2023
CUST0735,Promising,Newer customers with high initial engagement or spending potential.,1226738.35,4,1.6,25,2,0.43,0,66,Other,Eldoret,2024
CUST0216,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",4262872.07,4,1.79,174,2,0.56,1,37,Male,Mombasa,2023
CUST0004,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3654589.82,5,2.0,149,1,1.0,1,43,Other,Nairobi,2023
CUST0060,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2514269.71,5,2.06,51,3,0.6,0,57,Male,Mombasa,2023
CUST0827,Loyal,"Consistent purchasers, frequent interactions.",2141216.48,4,1.94,54,1,1.0,0,52,Male,Nairobi,2023
CUST0901,High-Value,Customers with high total spending and frequent purchases.,3019910.1,7,1.95,5,4,0.4,0,40,Male,Eldoret,2023
CUST0238,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1843151.23,4,1.58,70,3,0.14,1,36,Other,Mombasa,2023
